,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
389,9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,"Quilceda Creek's single vineyard Red Mountain Cabernet Sauvignon has the heft and structure for decades of aging; to drink it anytime soon is folly. Massively oaky, spicy and loaded with chunky ripe fruit, it's full-flavored and big-boned; a young, raw Cab with unlimited potential."
395,12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,"Using the old name for Bougros, this is from the steepest portion of the Bougros vineyard. The pure chalk soil gives it pronounced minerality, and it shows firm structure, with green apples, toast and a very firm, tight character. This wine definitely needs to age; give it 5–8 years."
407,12.0,0.39,0.66,3.0,0.09300000000000001,12.0,30.0,0.9996,3.18,0.63,10.8,7,"Another longtime standout for Williams Selyem, Allen Vineyard fruit imparts textural subtleties and a wealth of minerality and freshness. Citrus-driven in its cranberry and orange flavors, it shows depth and complexity, accented by lively thyme and clove notes."
413,9.9,0.4,0.53,6.7,0.09699999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,7,"One of the most exciting names in Barolo, with fruit from one of the most celebrated vineyard crus, this vintage of Cannubi Boschis is a real treasure. Cellar the wine 10 years or more to achieve balance between its firm tannins and bright acidity. The wine already shows incredibly complex aromas of wild berry fruit, truffle and cola and those tones will surely become more elegant with time."
420,9.5,0.56,0.33,2.4,0.08900000000000001,35.0,67.0,0.9972,3.28,0.73,11.8,7,"Aromas of graphite, black currant, plum, cedar, blue flowers and tobacco emerge from this full-bodied red. Made with Cabernet Franc and a drop of Petit Verdot, the structured palate offers blackberries, licorice, clove and a toasted note alongside velvety tannins. It shows great finesse, especially for the torrid 2011 vintage. Drink 2016–2026."
421,6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,12.3,7,"Seamless luxury from stem to stern, this ‘baby Grange' is  impressive juice. Blackberry, menthol and smoke play unusually elegantly on the nose, the texture is velvet on the tongue with dark berry, coffee, licorice and muted black pepper flavors. The superb, very long finish combines all the elements with wonderful finesse and a rare grace. Not inexpensive, but fairly priced; you could pay twice as much for half the wine, almost any day in any fine wine store in the country. To be released 5/01."
423,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,"This impressive bubbly has apple, caramel and toffee aromas, melt-in-the-mouth Bosc pear and spice rack flavors, a rich but firm texture, and long finish. It possesses amazing liveliness, body and depth, and seems to reveal more nuances and freshness with each sip. While terrific to drink now, it can be cellared through at least 2020."
425,6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,12.3,7,"Merry Edwards has figured out the magic trick of crafting Pinot Noirs so luscious right out of the gate, you want to drink them now, but that actually are ageable. This one, from the warmer Westside Road area of the valley, is enormously ripe and seductive now, with wild cherry, red licorice, bacon, cola, cocoa and cinnamon spice flavors. Yet the inherent balance of tannins and acids ensures it a long life. What a treat. Now–2016."
430,10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,"This is taut, muscular, toasty, young and tight; the fruit is concentrated, pure and evocative, with earthy flavors that add notes of soil, spice and mineral. The most complex of all the Betz blends, in this vintage it includes 84% Cabernet Sauvignon—far and away the dominant flavor. The fruits unfold in a rich panoply of reds and blues; the tannins are rich and chewy, polished and complex, showing exemplary back of the palate grip and concentration."
442,15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,"There's a grace and purity to this Pinot Noir that make it particularly recommendable. It's so light and silky, it just glides like a butterfly across the palate. But it's extraordinarily rich in wild raspberry and cherry fruit, and the white pepper and baking spices make it savory. Delicious now, but it should prosper over the next eight years, at least."
443,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,"This is a 40-40 blend of Cabernet Sauvignon and Petit Verdot, with the balance consisting of Merlot. It's a barrel selection of the winery's best lots, from its various vineyards, and has been aged in 100% new French oak. Yet it's not oaky at all, with the wood bringing only additional sweet, smoky richness to the red currants, cherries, dark chocolate and spices. This is a superb wine, delicious right out of the bottle, but it should develop and, depending on your tastes, improve over the next 20 years."
444,5.3,0.57,0.01,1.7,0.054000000000000006,5.0,27.0,0.9934,3.57,0.84,12.5,7,"Mostly Cabernet Sauvignon and Sangiovese (with a small touch of Cabernet Franc), Solaia's winning card is texture. The wine is soft, velvety and penetrating in the mouth with succulent flavors of blackberry, creamy cassis berry, chocolate and tobacco. Thick extraction and quality fruit craft a memorable wine that will last many long and happy years in your cellar."
453,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,"94-96 Barrel sample. With its packed, spicy wood and very ripe fruit, this is almost sweet. There are certainly fruit and tannins there, but now they are dominated by new wood, leaving a coated mouthfeel that hides this wine's true potential."
458,10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,"A very successful Pinot Noir that shows the splendid characteristics of grapes well grown in the far Sonoma Coast, on famed Goldridge soils. Acidity marks it, crisp and vital and nervy. Yet wrapped into the silky mouthfeel are rich, elaborate cherry, raspberry, Dr. Pepper cola, pomegranate, persimmon and sandalwood flavors that are intricate as a tapestry. A great wine that should develop bottle complexities over the next eight years."
488,11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,"Forest floor, aromatic herb, dark spice and eucalyptus aromas come together with a floral twist. Bright and elegant, the palate shows succulent wild cherry, white pepper, star anise and chopped mint flavors. With its taut, fine-grained tannins and firm acidity, it needs time to unwind and fully develop. Drink 2022–2032."
491,9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,"The Tanager ranks among the top three wines from Ken Wright in a superb lineup. A rich mix of Asian spices coat a sensuous wine with a rich core of ripe black cherry fruit. Seams of cola and sassafras run through the palate, and on into a lengthy and utterly delicious finish. Cellar this if you can keep your hands off it!"
492,8.9,0.4,0.51,2.6,0.052000000000000005,13.0,27.0,0.995,3.32,0.9,13.4,7,"Beautiful from start to finish, but tannic, and not drinkable now, in the classic sense. The tannins are hard, and while they're very finely ground, they prevent the palate from full appreciation of the lush blackberries, black cherries, dark chocolate and herbs. Give this 100% Cabernet at least five years to begin to mellow."
501,10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.9990000000000001,3.17,0.85,12.0,7,"From 18-year-old vines, this supple well-balanced effort blends flavors of mocha, cherry, vanilla and breakfast tea. Superbly integrated and delicious even at this early stage, this wine seems destined for a long and savory cellar life. Drink now through 2028."
502,10.4,0.44,0.73,6.55,0.07400000000000001,38.0,76.0,0.9990000000000001,3.17,0.85,12.0,7,"A top-rank Pinot Noir, dry, silky and elegant, with moderate alcohol despite great richness. The flavors of cherries, cola, plums and herbs are simply delicious, while the structure displays great integrity of acids and tannins. A bit tight now in youth, it should unfold over the next eight years. If you pop the cork now, give it a few hours of airing."
503,10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,"Bründlmayer's flagship wine is made from old vines grown on the Heiligenstein hill. It is as intense as a great Riesling can be, a pure expression of steel, mineral and bitter orange and pineapple flavors. It has great structure and a ripe, concentrated character. This will age long and well."
504,10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,"This is a big, rich, dramatic Cabernet. The underlying fruit is spectacular, offering tiers of blackberries, black currants and cocoa, while 100% new French oak aging lends strong, but balanced, layers of toast. The tannins are ripe and sturdy, yet very finely ground. Really a beautiful example of the modern style, and should develop over the next six years."
505,10.2,0.49,0.63,2.9,0.07200000000000001,10.0,26.0,0.9968,3.16,0.78,12.5,7,"Gigantic and impossibly tannic. Don't even think about drinking this Cabernet now. It's tightly wrapped in astringency, yet the molten core of blackberries, currants, blueberries and dark chocolate, and a firm minerality, almost guarantees extended aging through 2016, at least. It's a worthy followup to the 2006 and 2007."
506,10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,"A triumph, one of the greatest Riverblock bottings in years. This always is a captivating wine, but the '09 is particularly scrumptious. Although it's quite tannic and acidic, it's forward enough in raspberries, cherries and cola to enjoy now. But it's bone dry and as elegant as California Pinot Noir gets. The balance suggests an ability to age for a good 10 years, if not longer."
509,13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,"Massive, dramatic, beautiful, intense, but young and firm in tannins, with a cut of fresh acidity. Shows concentrated blackberries, black currants, violets, minerals and cedar, leading to a long, penetrating finish. Very great Cabernet, vibrant and potent, just tremendous in structure. Potentially a near-perfect wine with 4–6 years in the bottle."
513,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,"An astonishing wine, creamy and loaded with lush fruit flavors. The tropical fruits are just the beginning; layer upon layer of marshmallow, whipped cream, brioche, butterscotch, buttered nuts, toast and more keep piling on. With all that richness, it remains a billowy, pillowy Chardonnay, light as a feather, yet deep and dreamy."
514,10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,"94-96 Barrel sample. There is some initial mineral austerity, but this lies on top of powerful fruits. The wine is dense and solid on the chunky side. Very concentrated."
538,12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,"A best-of-barrels selection from the winery's various vineyards, this is a lush, intricate Chardonnay made in the modern style. It's fantastically rich in pineapple tart flavors, with the sweet, smoky crust, and more acidic citrus notes of Meyer lemons and limes. Oak aging and lees add fortunate layers of buttered toast and cream. Very intricate, with Chablisian dryness and minerality. Now–2014."
583,12.0,0.28,0.49,1.9,0.07400000000000001,10.0,21.0,0.9976,2.98,0.66,9.9,7,"Bottling a TBA in this format makes great sense--it allows the tiny productions to be spread around and made more affordable. This is rich, sweet and superintense, with flavors of boiled down marmalade and honey that finish long, long, long. In this size bottle, opt for drinking it young versus extended cellaring."
584,11.8,0.33,0.49,3.4,0.09300000000000001,54.0,80.0,1.0002,3.3,0.76,10.7,7,"Amazing plushness and richness characterizes this impressive offering from Aia Vecchia. It's hard to match the beauty of this wine, which expresses itself as dark chocolate, cherry liqueur, black licorice, cigar box and dark spice. Soft, plush, super-rich tannins characterize the mouthfeel."
586,11.1,0.31,0.49,2.7,0.094,16.0,47.0,0.9986,3.12,1.02,10.6,7,"Some wines are meant for immediate consumption. Others require age. This wonderful wine satisfies on both sides. It's softly rich and polished in tannins, with accessible blackberry, cassis and oak flavors. Yet it has the structure and depth to go for years. Now–2016, at least."
589,10.2,0.29,0.49,2.6,0.059000000000000004,5.0,13.0,0.9976,3.05,0.74,10.5,7,"Even in its extreme youth, this lovely Pinot shows a supple elegance that's almost drinkable now. Almost, but not quite. The tannins are ripe and smooth but thick, and the young raspberry, cherry and tangerine fruit needs time to develop and mesh with the oak. But it's a beautiful wine, Williams Selyem's best Ferrington in memory, and a near-perfect expression of Anderson Valley Pinot Noir. Hold until late 2008."
606,9.4,0.41,0.48,4.6,0.07200000000000001,10.0,20.0,0.9973,3.34,0.79,12.2,7,"Seppeltsfield's 1987 Para Tawny features ample rancio complexity coupled with candied citrus notes. It's amazingly viscous, rich and mouthcoating, and seems to linger forever on the palate. Only 25 cases imported."
638,7.7,0.915,0.12,2.2,0.14300000000000002,7.0,23.0,0.9964,3.35,0.65,10.2,7,"RWT (unromantically derived from “Red Wine Trial”) is 100% Barossa Valley Shiraz, aged in 100% French oak. In some vintages, like this one, the combination is incredibly sumptuous, offering layers of blueberry and blackberry fruit intermingled elegantly with hints of French vanilla. It's long, subtle and complex on the finish—a stunning effort. It's approachable now, but should age well through 2030 or so."
645,7.8,0.64,0.1,6.0,0.115,5.0,11.0,0.9984,3.37,0.69,10.1,7,"For any serious fan of Rivesaltes, this is a must-have example. Aromas of dried apricot, toasted hazelnut, fig, ginger, sweet spice and candied orange rind fill the bouquet, while the mouth is silky and balanced—sweet and heady without being cloying. All of the aromas transition onto the palate alongside accents of walnut skins and shiitake mushroom. Soft salinity makes the long finish even more mouthwatering. Drink now, or continue to age. There are 869 bottles produced."
648,8.7,0.48,0.3,2.8,0.066,10.0,28.0,0.9964,3.33,0.67,11.2,7,"Killer juice. It has it all—focus, depth, detail and power. Spice and herb, punch and power, wrapped into a wine with bright, tight berry fruit and layer upon layer of earth, rock and herb. It surpasses the ability of language to describe it. But it needs time—a lot of time."
657,12.0,0.5,0.59,1.4,0.073,23.0,42.0,0.998,2.92,0.68,10.5,7,"An impressive Zinfandel, notable for its complexity and charm. Exudes quintessential Zin character, with a mouthburst of red currants, black raspberry pie filling, wild cherries, sweet charred oak and masses of freshly crushed black pepper. There's even a chocolaty richness in the finish. Production of 921 cases is decent in the old-vine Zin category."
797,9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,7,"While the Larmandier's main vineyard is in Vertus, they also have a parcel in the grand cru vineyard of Cramant. It is full of beautifully ripe fruit, beginning to round out as it ages. Green fruits and white pears, as well as yeast are still dominant; drink 2010."
802,5.1,0.585,0.0,1.7,0.044000000000000004,14.0,86.0,0.99264,3.56,0.94,12.9,7,"Defines Tchelistcheff's iron-fist-in-a-velvet-glove description of Stags Leap District Cabernets. Seductively soft, a wine that caresses the palate with gentle tannins and sweet, creamy oak, framing ripe blackcurrant fruit and rich spice. The power is in the focus, brilliance and overall purity."
805,8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,12.8,7,"Opens with a stunning layered, bouquet of dried fruits, sandalwood, flowers, smoke and ginger. It's full on the tongue, with rich pear and apple flavors, toast and yeast accents. Citrus and mineral notes persist on the lengthy finish of this impressively complex bottling. Sourced from seven grand cru villages, this is superb now and will last a very long time."
806,8.4,0.25,0.39,2.0,0.040999999999999995,4.0,10.0,0.9938600000000001,3.27,0.71,12.5,7,"Definitely on a top 10 list of Italian icons, Solaia affirms the massive potential of Italian winemaking, from vineyard to cantina to cellar and beyond. Superrich and polished, but never over the top, this gorgeous super Tuscan shows deep layers of chocolate, black cherry, rum cake and spice. The secret lies in its balance: Everything is in place, from intensity and complexity to persistency."
807,8.2,0.28,0.4,2.4,0.052000000000000005,4.0,10.0,0.99356,3.33,0.7,12.8,7,"A beautiful, classy Cab, marked by smoky new oak and very ripe blackberry and cassis flavors, with a streak of minerals. The vineyard is in the Vaca Mountains, in the valley's far east. You can taste the sunshine in the wonderful fruitiness, and the tannins are extraordinarily refined, but they're also aggressive. Fine now, with a long decant, but should develop bottle complexity over many years."
821,4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,7,"This 20-year-old Champagne, just released by Moët, is beautiful, ripe, toasty, the fruit translated into almonds, French toast and searing, intense mature acidity. Disgorged in 2007, it is just now at its peak."
826,7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,7,"What a beautiful Pinot Noir for drinking now with lamb chops or maybe a rich, exotic Ahi tuna tartare. Brilliantly crisp in acidity, with a clean, bracing mouthfeel, it offers dazzlingly rich flavors of raspberries, cherries, orange zest, Dr. Pepper cola and Asian spices, with smoky oak adding elaborate tiers of vanilla char. For the price, it's a very great buy."
836,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,"This eiswein is supersweet, yet remains decently balanced, thanks to a laser beam of bright acidity. After an initial hint of volatility, the flavors of preserved citrus and stone fruits are almost painful in their intensity, so sip it in small doses and savor the nearly endless finish."
837,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7,"Extraordinarily rich and ripe, if a little high in alcohol. Shows great extract, with masses of squashed, gooey cherries, raspberries and oodles of spices. Feels opulent and dramatic, with smoky oak adding to the complex, almost feral layers. So much going on in the glass. Just gorgeous now, and should hold and develop over the next 4–5 years."
838,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,7,"Grown in a portion of the winery's considerable holdings in the high Mayacamas range, this Cabernet is ridiculously rich and flamboyant in black currant flavors, wrapped into the ripest, densest, sweetest tannins imaginable. Exceptionally vibrant, intense and compact, it will develop bottle complexity for a good 15 years."
840,11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,7,"You want soft, cult-style, wildly delicious Napa Cabernet? Here it is. The personal vision of Jeremy Nickel, of the Far Niente and Nickel & Nickel dynasty, this is rich and delicious in blackberry compote, black currant, chocolate, anise and sweet oak flavors. Blended with a few drops of Merlot, Petit Verdot and Malbec, this bottling now establishes itself at the forefront of Napa's most important Cabernets."
855,7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.9953799999999999,3.51,0.71,11.7,7,"This single-vineyard Champagne is always at the summit in Champagne. The 1998 is just at the moment when the fresh fruits move into maturity. There is toast, almond and marzipan, while at the same time pink grapefruit crispness is still there. Drink it now for freshness; keep for many years for maturity."
857,8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.9959399999999999,3.4,0.78,11.3,7,"With a strong line of women at the helm of the winery, Josetta Saffirio is now run by the young Sara Vezza. Her Barolo Persiera is particularly impressive thanks to its bold, pulsing fruit nuances and the refined nature of its spice, tobacco and cola elements. The wine finishes with long floral flavors and polished tannins."
858,11.7,0.28,0.47,1.7,0.054000000000000006,17.0,32.0,0.9968600000000001,3.15,0.67,10.6,7,"Made in the Merry Edwards style, which is powerfully ripe and extracted, yet always balanced. Dazzles with enormous cherry pie filling, cola, sassafras, beef jerky, raspberry tart, anise, pepper and smoky cedar flavors that finish with amazing length. Yet the tannin-acid structure is superb, and the wine is totally dry. Beautiful now, and should age through 2012."
873,9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.9955200000000001,3.23,0.58,11.1,7,"This is a strongly structured and impressively textured wine. The tannins shoot through, giving a sense of dryness. But in the center, the wine shows power through both tannins and fruit, with blackberries and red plums. It has a precision and shape that promises long aging."
874,10.4,0.38,0.46,2.1,0.10400000000000001,6.0,10.0,0.99664,3.12,0.65,11.8,7,"A gorgeously rich wine, powered by tannins but just as importantly by ripe berry fruit and crisp acidity. Smoky wood flavors blend with juicy fruit, powerful dark tannins and an intensely fresh finish. Age for seven years or more."
875,8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.9961399999999999,3.31,0.79,11.8,7,"Killer juice. It has it all—focus, depth, detail and power. Spice and herb, punch and power, wrapped into a wine with bright, tight berry fruit and layer upon layer of earth, rock and herb. It surpasses the ability of language to describe it. But it needs time—a lot of time."
887,10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,7,"From the first sniff you are captivated—this incorporates all the many scents and flavors of great Washington Syrah. Start with earth, seaweed, compost; bring in ripe berry fruit, vanilla, tobacco. That is the nose. In the mouth you get perfect fruit—bright, tangy, a mix of berries and cherries and cassis—highlighted with sharp, defining acidity and polished tannins. Young and assertive, this needs more bottle age to show its best."
896,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,"Dense and serious, a powerful vintage, as would be expected from Fonseca. The whole emphasis of the wine pushes the tannins forward, but this structure is based on black plums with dark fruit skins and a solid, chunky character. The finish is juicy and bold."
898,8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7,"It's hard to beat the quality achieved by this spectacular wine. Luciano Sandrone's Barolo from the Cannubi Boschis cru is creamy, rich, opulent and sophisticated. It oozes flavors of espresso, ripe cherry, cassis, cola and licorice. In the mouth, it is extraordinarily bright and generous and the seamless finish can be counted in long minutes. And, the best news is: this wine will only improve with time."
901,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,"Scents of honey and marmalade are accented with lemongrass and ginger on this exquisitely composed beerenauslese. It's lusciously rich, with flavors of peach preserves and mango, but accented with hints of warm, exotic spice and a streak of lemony acidity that reverberates on the finish."
902,7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7,"Dazzles with richness, offering waves of candied, tart raspberry and cherry fruit, Dr. Pepper, exotic Indian spice, rose petal and sandalwood flavors, as well as undefinable feral things. Absolutely dry and high in acidity, with overwhelming complexity, it's a milestone. Drink now through 2014; could go way beyond."
903,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,"Firm, chewy, young, tight and yet quite supple and fulfilling, this stunning Cabernet is packed with a rainbow of fruit flavors—blueberry, black currant and black cherry—that open into a seamless, beautifully proportioned wine. The scents and flavors run the gamut from citrus peel to clove to oy to chocolate, espresso and beyond."
904,6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7,"This is a blend of 81% Cabernet Sauvignon, 18% Merlot and 1% Cabernet Franc, and all of the fruit came from old vines from two of Washington's most revered vineyards, Champoux and Weinbau. Supple and ripe, it's packed with a brilliant, flavorful mix of berries, cherries and cassis. The tannins are polished, and the barrel-derived notes of toast, cinnamon, coffee and caramel linger through the long, smooth finish."
913,9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,7,"Fermented to a plus-size 15.4% alcohol, this rare wine from one of Washington's oldest and best Cabernet vineyards shows what a gifted winemaker can do with great fruit. The play of flavors, mixing red and purple fruits, toasted nuts, mocha, caramel, bark and earth, is exceptional. The detail is extraordinary for a wine with such high alcohol. The acids and tannins are seamless and fine, and the flavors extend into an unusual finish that suggests menthol and eucalyptus – not generally a character found in Champoux fruit. All in all it's a wonderful voyage, and one of a handful of essential Washington wines."
925,8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.9960399999999999,3.47,0.87,11.0,7,"The vineyards of the Marquis de Laguiche date back to before the French Revolution, and Drouhin is fully responsible for producing the wines since the 1940s. This ripe, opulent selection lives up to its illustrious pedigree. It is full bodied, and it offers vibrant acidity and minerality. It's a wine for aging over eight years and many more."
929,8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.9946799999999999,3.3,0.73,12.0,7,"Rocche Barolo is another homerun for Vietti. You'll fall in love with the wine's rich intensity and the ensuing complexity that becomes apparent as the wine spends more time in the glass. Thanks to a continuing evolution, you'll recognize aromas of wild berry, smoke, crushed stone, licorice, cola and mesquite. The tannins are silky and smooth. Hold ten years or more."
938,7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7,"This displays extraordinary fruit flavors, along with a dense, deep minerality. The flavors seamlessly blend berry, rock, graphite, fresh herb, and light barrel notes. But the fruit! Ripe and rich and aggressively full bodied. Berries piled upon earth and rock, and the flavors linger forever."
940,9.6,0.33,0.52,2.2,0.07400000000000001,13.0,25.0,0.9950899999999999,3.36,0.76,12.4,7,"Expensive, yes, but a very fine wine, showcasing what Napa Cab can do at a world-class level. But you want to cellar it, because it's all primary fruit, unintegrated oak and tannins now. Beyond the sweet cedar application you'll find deep, noble flavors of black currants and minerals, wrapped into the finest tannins imaginable. Hold until 2013,at least, and should provide good drinking for many years."
941,9.9,0.27,0.49,5.0,0.08199999999999999,9.0,17.0,0.99484,3.19,0.52,12.5,7,"There's a lot going on in this complex Chardonnay. The balance strikes you first, with crisp, zesty acidity cleansing the palate and preparing it for the onslaught of flavor. Then a tsunami of grilled pineapples, Meyer lemon pie filling, crème brûlée, butterscotch and vanilla hits. So devastatingly good, you can't keep your hands off it."
942,10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,7,"Still very young, this is showing the proper staying power of a powerful wine. The structure is complex and dense, the plum and cranberry fruits are wrapped in tannins and hints of wood. The wine powers through the palate, promising long-term aging. A great success for the vintage."
943,9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7,"Perfectly mature, this Port's tannins have softened over the past 40-plus years, leaving it lushly textured and displaying rich fig and chocolate flavors. Finishes long, picking up a touch of almond to go with the fig, flavors Symington calls “Dow's hallmarks.” Drink now–2015, longer if you prefer very mature wines."
944,8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,7,"Here's a bright and bold Brunello with loads of ripe cherry, inky density and a beautifully polished feel with crushed mineral and wet river stone elements. It's a truly beautiful wine with stunning purity and intensity. All elements are balanced—from the fruit, to the spice, to the ethereal balsam notes. The mouthfeel is lively and intense and the finish is packed with berry, almond and savory persistence. Age 10–15 years."
945,10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,7,"This is a great wine. It has all the elements in place to produce a wine that will last for years: powerful fruit, rich tannins and a structure that is built to last. This is elegant, impressive and concentrated. Almost entirely Cabernet Sauvignon, the grape gives the wine its fruit and its tannins. Drink from 2028."
946,10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,7,"Cantina Bartolo Mascarello, one of the feistiest and most historic estates in the Langhe, has crafted an amazing Barolo in 2006 that delivers both elegance and opulence. It's a richly layered and complex wine with a natural fullness and generosity that really sits well on the palate. Cellar this wine 10 years or more."
947,8.3,0.28,0.48,2.1,0.09300000000000001,6.0,12.0,0.99408,3.26,0.62,12.4,7,"Nearly all Syrah, with a splash of Viognier, this wine comes from some of the best vineyards in the Santa Ynez and Los Alamos Valleys, including the Happy Canyon area. It's a dramatic glass of red wine, bone dry and fairly tannic, with vast, intricate flavors of blackberries, black currants, teriaki beef, cherries, red licorice, cola, dark chocolate and toast. The Viognier brings a brightening dash of citrus and acidity. An extraordinary wine that will drink well through 2014."
948,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,11.9,7,"This is an enormous Cabernet, as packed with intensity and power as anything in Napa Valley. The vineyard is Von Strasser's highest on the mountain, which maximally exposes it to the sun, and you can taste the solar ripeness in the intense essence of black currants and dark chocolate. The tannins exhibit classic Diamond Mountain potency. This is a dense Cabernet that needs serious time in the cellar. Hold until 2019, and it will continue to develop for many years afterward."
949,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,11.9,7,"This important Pinot Noir is expensive, but it is absolutely worth a search. It's not a single-vineyard wine, but a blend of various blocks from the cooler southern part of the valley. Oak, to the tune of 70% new, is very strong in char and vanilla, but way stronger is the fruit itself, which is exemplary and stunning. Raspberries, cherries and strawberries just begin to describe it, with all sorts of spice and earth complexities. Stuns with purity, complexity and sheer delicious power. Great now, and will easily develop over the next 6–8 years."
950,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,11.9,7,"Amazingly rich and ripe, defining the Bien Nacido cool-climate style. The grapes hung for a long time in this excellent vintage, getting ripe and balanced, and the wine offers dazzling opulence, while preserving vital acidity. Showcases dessert pastry flavors of pineapples, mangoes, buttered toast, buttercream, meringue and honeysuckle, accented with dusty spices. Simply beautiful from first sniff to the last swallow."
951,8.3,0.28,0.48,2.1,0.09300000000000001,6.0,12.0,0.99408,3.26,0.62,12.4,7,"94-96 Barrel sample. A beautiful wine, with its fresh wood, lively blackcurrant juice flavors, and subtle tannins. It has a lift and liveliness to it, which sits easily over the firm structure."
952,8.2,0.31,0.4,2.2,0.057999999999999996,6.0,10.0,0.99536,3.31,0.68,11.2,7,"This beautiful vintage of Paleo (an oak-aged expression of Cabernet Franc) shows dark, inky intensity and loads of mature black fruit, spice, plum, prune and blackberry. It is extremely smooth and rich with a long-lasting fade that consists of fruit and clove-like flavors. Yet, the tannins are still firm, so put this wine aside in your cellar for at least five years."
953,10.2,0.34,0.48,2.1,0.052000000000000005,5.0,9.0,0.9945799999999999,3.2,0.69,12.1,7,"With its concentration and dark tannins, this is a wine that will need many years of aging. It is a serious combination of great style and great power. From one of the top Douro vineyards, this is a wine with an impressive, long-lasting sense of presence."
