,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
4392,6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.9980399999999999,3.14,0.51,9.2,5,"Beefy aromas and flavors complement ample blackberry and cranberry notes in this firm-textured, well-balanced and nicely layered wine that's based on Zinfandel and Syrah. It's concentrated without being too full bodied, with good length on the finish."
4393,6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,"Aromas of perfumed berry, scorched earth, rose and cake spices lead the nose. The structured palate offers wild cherry, crushed strawberry, white pepper, clove and aromatic herbs alongside firm, fine-grained tannins and lively acidity. It's almost accessible but will be even better in a year or two. Drink after 2018."
4394,6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,"The tannins are mountain tough, the acidity is just fine, and the flavors, well, how can you describe their power? Massive in blackberry essence and cassis liqueur, it has a tangy, minerally lick of granite that must come from the soil. Start enjoying it in 2018."
4395,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.9967600000000001,3.1,0.67,9.4,5,"An unusual earthy, herbal character dominates the mild fruitiness and marzipan character of this medium-bodied, slightly sweet wine."
4396,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.9969899999999999,3.11,0.6,9.8,5,"Lemon, lime and guava surround rounded acidity in this complex and layered white, fleshy and impressive in its approachability. This shows the ripe minerality of the appellation well, with just a wink of lushness on the finish."
4397,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.9969899999999999,3.11,0.6,9.8,5,"A hint of earthiness and tannins add complexity to this fruity, bright wine full of red berry flavors. It's fragrant, delicious and refreshingly juicy, but not for aging."
4398,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.9969899999999999,3.11,0.6,9.8,5,"Charred, toasty oak aromas lend a note of maple to the nose of this pulling, tannic, high-acid Tinto Fino. Lemony oak, plum, wild berry and savory, saucy flavors finish with scraping tannins. Drink this single-vineyard ball of power 2019–2030."
4399,6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.9967600000000001,3.1,0.67,9.4,5,"Earthy aromas lead to a palate that is full bodied, with notes of yeast and spice to go with the white fruit. It has attractive acidity and a tangy citrusy finish. Screwcap."
4400,7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.9969899999999999,3.11,0.6,9.8,5,"Banana, exotic fruit, mango and vanilla make up the aromatic profile of this beautifully luminous Ribolla Gialla. The wine delivers excellent grace, harmony and wonderful vibrancy in the mouth, with pure peach and apricot flavors on the long finish."
4401,7.1,0.38,0.29,13.6,0.040999999999999995,30.0,137.0,0.99461,3.02,0.96,12.1,6,"Typically Nairac, this is elegant and delicate, with great freshness and acidity. While it is not hugely concentrated, it is beautifully ripe, an aperitif style rather than for dessert."
4402,6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,"This spicy wine is produced by the Mau family. It has an attractive cinnamon element, a touch of toast, and a concentrated texture that brings out a tropical fruit character. Rich and perfumed, this has a great note of ginger snap on the finish."
4403,5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.9936200000000001,3.19,0.42,9.73333333333333,5,"Touches of yellow apple and sponge cake entice on the nose. The palate adds ripe, friendly and appetizing notes of yellow plum and lemon alongside creamy fizz set against a softly autolytic background. This presents a lovely union of fruit, freshness and development. Full of flavor, is has a dry, lemony finish."
4404,5.9,0.29,0.16,7.9,0.044000000000000004,48.0,197.0,0.9951200000000001,3.21,0.36,9.4,5,"Aragosta is one of those wonderfully light and crisp Italian whites that would pair so well with the seafood dishes we love most (fried calamari and crab cakes, for example). Tonic aromas of peach, citrus and white flower emerge from the nose."
4405,5.9,0.29,0.16,7.9,0.044000000000000004,48.0,197.0,0.9951200000000001,3.21,0.36,9.4,5,"Tastes overworked and sweetly heavy, with super-extracted pineapple jam, orange tapioca and butterscotch flavors. A heavy hand has been applied here."
4406,6.3,0.29,0.29,3.3,0.037000000000000005,32.0,140.0,0.9895,3.17,0.36,12.8,7,"This bottling from winemaker Chris Cameron shows smoky touches of vanilla and caramel on the nose, proving quite ripe and buttery. Dried lemon skin and smoked white meat flavors show on the palate, making this a solid weeknight sipper for anyone who likes a full-bodied Chardonnay."
4407,6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.9904299999999999,2.92,0.47,11.05,6,"Very pungent in gooseberry aromas, this ultra-dry wine is crisp in mouthwatering acidity. The flavors are of grapefruits, orange rind, vanilla and spice."
4408,5.7,0.29,0.16,7.9,0.044000000000000004,48.0,197.0,0.9951200000000001,3.21,0.36,9.4,5,"Ripe but subtle aromas of aged balsamic vinegar, blackberry, baked plum and vanilla are alluring and feed into a flush layered palate. Spicy black plum and berry flavors are just rustic and toasty enough, while this blend of 85% Cabernet Sauvignon with Cab Franc and Merlot tastes peppery, deep, a touch hot and on the money. Drink from 2018–2026."
4409,6.3,0.29,0.29,3.3,0.037000000000000005,32.0,140.0,0.9895,3.17,0.36,12.8,7,"More tannic, drier and more acidic than most fine coastal Syrahs, this one from the Sierra Foothills is marked by its firm structure.The black currant, licorice, beef jerky and tobacco flavors are complex. Best now."
4410,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.9939100000000001,3.11,0.46,9.73333333333333,5,"Plump raspberries, darker blackberries, a touch of red and purple flowers, a bit of pork fat and a splash of root beer show on the nose of this blend of 51% Syrah, 30% Grenache, 12% Mourvèdre and 7% Zinfandel. It's full and fruit on the palate with cooked blackberries, surounding a line of lavender, white pepper and thyme."
4411,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.9896299999999999,3.23,0.58,13.1,7,"From two vineyard sources in Lodi, Uvaggio's Vermentino is always a delicious bet, with crisp, light melon fruit and a salty quality that calls out for food from the sea. Modest in alcohol, the texture is mouthwateringly addictive, a quality that follows through from first sip to last."
4412,7.1,0.27,0.27,10.4,0.040999999999999995,26.0,114.0,0.99335,3.04,0.52,11.5,7,"Aromas of toasted almond, white flower, dried herb and orchard fruit lead the way. It's round and fresh, with flavors evoking mature yellow apple, candied nectarine and a hint of thyme."
4413,5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.9896299999999999,3.23,0.58,13.1,7,"From a vineyard just at the edge of the Bandol appellation, this fresh and fruity wine has a lively, light touch that contrasts with its richer texture. The aftertaste, packed with acidity and orange freshness, is delicious."
4414,7.1,0.27,0.27,10.4,0.040999999999999995,26.0,114.0,0.99335,3.04,0.52,11.5,7,"While the nose is a touch brambly, profoundly ripe blackberry and cherry flavors are ruddy, almost pulpy on the palate of this plush juicy wine. Soft acidity and even softer tannins contribute to its easy-drinking style. Drink now through 2019."
4415,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,5,"The elegance of the grape shines through this wine, which wears its alcohol level easily and effortlessly. The richness is transmuted into soft red fruits, spice from wood and a smooth texture. To finish, the wine is fresh, giving a burst of juiciness."
4416,5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.9939100000000001,3.11,0.46,9.75,5,"This Garnacha-Syrah blend smells cheesy, raisiny and overoaked, especially at first, when it hits with a strong note of pepper. The palate is lively but cushioned, while herbal cherry and prune flavors turn soft and jammy on the finish."
4417,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,"A velvety texture makes this varietal wine luxurious. Cassis, tar and clove notes mingle with dried herb and black olive flavors, all integrated and deliciously graceful. Its robust tannins soften as it progresses toward a long finish."
4418,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,6,"Sparkling wine is all about texture, and the mouthfeel on this Chardonnay-based bubbly lacks refinement. The bubbles are scoury and the finish is rough. Still, it has rich citrus, yeast, honey and pear flavors."
4419,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,6,"This Cabernet Sauvignon-based blend, with 25% Merlot and 5% Cabernet Franc, is complex and intriguing. It boasts a full profile of ripe fruit tones, expressed in layers of baked cherry, plum and rhubarb cake that are accented by notes of cured bacon, leather and pressed purple flowers. The palate is surprisingly smooth and silky, thanks to resolved, approachable tannins and a lingering sweet-smoke hit on the finish."
4420,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,6,"This wine resembles Zinfandel, although it's drier and smoother in the mouth, with a silky texture. Nonetheless, it has robust flavors of wild, dried dark fruits and berries, sprinkled with cocoa and black pepper. It's a nice wine to drink now with everything from roast ham to grilled chicken."
4421,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,6,"Zesty lemon and grapefruit aromas awaken the senses in this sunny, dry-style Pinot Gris. Plump and pleasantly clingy on the palate, it's balanced with crisp, tangerine acidity and a bite of astringency on the finish. Drink now through 2019."
4422,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,"There's nothing too tricky about this dilute, mealy smelling Sauvignon Blanc that's blended with 10% Carmenère for a reason we can't explain. With drawing white-grape tannins, this tastes green and citrusy, with a scallion note to the finish."
4423,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,"A blend of Encruzado and Gouveio, this is a soft, creamy and fruity wine. It has no wood aging, emphasizing the ripe apricot and pear fruits. The aftertaste is crisp and bright."
4424,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,6,"The aromas are brooding, with notes of orange peel, mineral, raspberry and cranberry. The palate is flavorful yet reserved with a lingering fruit-filled finish."
4425,6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6,"A blend of typical Gascon grapes gives a lemon and citrus wine, very fresh, tangy. There is plenty of acidity and an attractive lightness. Screwcap."
4426,6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,"A dry, slightly herbal Chardonnay, with oak-inspired pear, peach and pineapple flavors. Feels elegant and sophisticated. Drink now."
4427,6.3,0.32,0.26,12.3,0.044000000000000004,24.0,205.0,0.99611,3.11,0.58,9.9,5,"The name, and the weight of the bottle are almost self-explanatory. The wine is soft because it is so rich, the ripe fruit mainly into the yellow and tropical fruit realm, although with a biting edge to it. It is powerful, intense and concentrated."
4428,6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,"Dry and acidic. If you're looking for a rich, opulent Chardonnay, go elsewhere. This one's citrusy and minerally, in the manner of an elegant Chablis. It offers a useful alternative to the modern, ultraripe, oaky style."
4429,6.1,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6,"Made with organically farmed Sangiovese, this pretty red delivers savory aromas of spice, cola and steak sauce, with cool, fruit intensity and bright acidity on the finish."
4430,8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.9988600000000001,2.96,0.39,8.7,5,"Paying homage to his birthplace of South Africa, winemaker Riaan Rossouw has crafted a Pinotage with explosive notes of spiced rose petal, charred sugar, coffee and dark fruit. The flavors are equally expressive, with juicy acidity that lends this medium- to full-bodied effort a salient succulence."
4431,6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.98924,3.21,0.47,13.2,6,"A warm and welcoming yet light dusting of vanilla lifts the Marcona almonds, honey, buttered toast and white peach on the nose of this bottling from the brand formerly known as La Fenetre. Cashew nuts pop on the palate alongside brown butter, lemon peels, salt and light caramel flavors, all in utter balance."
4432,6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,6,"Here's a dryer, less aromatic Prosecco Extra Dry with a discernable mineral vein and measured fruit aromas of peach, vanilla cream and honey. To make up for the reduced aromatic intensity, the wine delivers generous, fruity flavors and a creamy, fresh finish."
4433,6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5,"This full, ripe wine is rich with strawberry and red plum fruit. It's weighty on the palate with flavors of orange zest and a touch of spice. Brisk acidity cuts through the palate adding freshness on the finish."
4434,7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.9919600000000001,3.25,0.53,11.2,6,"Simple, fresh and fruity, this has attractive herbal flavors and crisp citrus. It has a tangy edge that will allow it to age a little longer. Drink now, but better from early 2017."
4435,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.333333333333302,6,"This is a lovely wine to drink now. It's so dry and elegantly constructed, with wonderfully ripe tannins and great integration of oak with the fruit. There's a nice balance of acidity to balance the blackberry, cherry and cola flavors. Drink now, with a brief decant."
4436,6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,6,"Smoky aromas of bacon and rubber lead the charge. The palate is good and ripe, with roasted berry, molasses and tangy acidity that's reflected via a lemony note. The finish has bite and shear to it along with flavors of olive and green herbs. Drink now."
4437,6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6,"Spice, clove, cinnamon, currant and dried rose materialize on the nose of this elegant Chianti Classico from a 350-acre property in Castellina-in-Chianti. The wine exhibits a traditional style with bright cherry fruit and lingering spice on its crisp finish."
4438,6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.9918399999999999,3.22,0.39,10.5,5,"Nothing is out of place in this wine: It's intense, but it's not too strong, and the bouquet shows a balance of sweet fruit and savory spice aromas."
4439,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,9.8,5,"A scent of juicy black plum commingles with notes of milk chocolate, game and sun-baked straw. Medium to full bodied, this wine is structured with lively acidity and leathery tannins. A bitterness that's akin to grapefruit pith adds tension to the finish."
4440,6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5,"This wine's aromas and flavors amount to an inconsistent mix of superripe (chocolate and prune) notes with those that are less so (herbal, tart raspberry) at first, but it does seem to settle down with some time in the glass, becoming more integrated but staying rather crisp on the finish. Drink 2013–2020."
4441,6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6,"A yeasty, bready nose and a fairly flat palate are not all that vibrant. This cava tastes yeasty like the aromas suggest, but also offers a bitter melon flavor component on the way to a soft, wayward finish."
4442,6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5,"An impressive, rich Riesling that shows a balance between tropical fruit flavors as well as textured acidity. Apple and pineapple come together harmoniously with perfumes and a delicious juicy aftertaste."
4443,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,9.8,5,"Cabernet Sauvignon makes up just under three-quarters of this wine with the balance Syrah. A blend of fruit from River Rock and Jack's vineyards, it's aromatically reserved, with notes of flowers, green herb, cherry and moist earth. The tart fruit flavors are silky and full in feel, bringing a lovely sense of presence to the mixture of fruit and savory flavors. The finish lingers."
4444,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,"Strawberry and watermelon highlight a light, creamy palate of vanilla and lemon peel, the freshness maintained by moderate acidity."
4445,5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,11.3,6,"Aromas of plum, clove, coffee and wood spice lead to plush plump fruit flavors. The tannins give a light squeeze."
4446,4.4,0.46,0.1,2.8,0.024,31.0,111.0,0.98816,3.48,0.34,13.1,6,"This is a rich, juicy and full-bodied wine. Despite its high alcohol, it has a freshness from the berry fruits that are balanced by acidity. It has softened and broadened out enough to give a sense of its excellent potential. Drink from late 2016."
4447,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6,"The wine seems lean, severe with plenty of tannins but not yet enough fruitiness. There are hints of black currants and definitely plenty of acidity. The dry extraction leaves a wine that's gasping for breath."
4448,7.3,0.3,0.25,2.5,0.045,32.0,122.0,0.99329,3.18,0.54,10.3,5,"Out of Syncline's lineup of pure, varietal white Rhône-style wines, the Marsanne may be the most complete. It deals melon and Mandarin orange flavors, which are set amidst light, floral notes and supporting acids. Round and balanced, this is drinking quite well now, and it can be kept for another 2–3 years."
4449,6.4,0.28,0.22,12.8,0.039,51.0,150.0,0.99535,3.23,0.43,10.7,6,"Perfectly good and pedestrian, which means it's solid but common and regular, with rubbery, sturdy berry aromas followed by medium-intensity plum flavors. With good texture and proper weight, this passes every inspection criteria but stirs little curiosity. Good wine; nothing more."
4450,6.9,0.29,0.25,12.2,0.04,29.0,136.0,0.9955200000000001,3.05,0.65,10.4,6,"Ripe white peach and sharp lime peel qualities interplay on the nose of this bottling from the iconic vineyard, which is now under the quality-focused ownership of the Foley family. That lime zest comes through on the palate too, cutting through the creamy midpalate and adding a pinpoint edge to the finish."
4451,6.3,0.3,0.19,7.7,0.049,47.0,184.0,0.9951399999999999,3.22,0.48,9.5,5,"Bright and cheery, this delicately sweet Marquette sparkling offers loads of fresh forward grapey flavor. It's a simple and straightforward wine but briskly composed."
4452,6.3,0.39,0.22,2.8,0.048,53.0,173.0,0.9930399999999999,3.24,0.45,9.8,5,"Executed in a plump, modern style (the wine is aged in small oak barrique), this delicious cru expression from Barbaresco is truly irresistible. The extraction is dark, thick and redolent of cherry, currant, blackberry, vanilla, spice and cinnamon. In the mouth, it is generous, smooth and long-lasting. This wine will appeal to modernists more than traditionalists."
4453,6.6,0.38,0.29,2.9,0.035,15.0,101.0,0.98916,3.04,0.37,12.5,6,"Pale peach in color, the aromas bring bright notes of passion fruit, guava and strawberry. It drinks dry, but with plenty of kiwi and other tropical-fruit flavors bringing a sense of sweetness. Distinctly fruit forward for a rosé, it delivers a lot of appeal, despite occasionally seeming a bit weighty."
4454,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,6,"A blend of Pinot Bianco, Chardonnay and Picolit, this offers muted scents of wildflower, toasted oak and orchard fruit. The palate offers oak-driven vanilla, butterscotch, candied nectarine and yellow apple skin."
4455,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,"Warm, round and full-flavored, this is packed with in-your-face flavors of cooked strawberries, blackberries and cherry-pie filling. The explosion of rich ripe fruit is captivating, and though it may not be right for long term cellaring, it's ready right now and most enjoyable. Drink now through 2020."
4456,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,"An earthy dimension still clings to the zesty notes on the nose but on the palate a whole load of citrus flavors are expressed without strain: For now, lemon and the tangy zest of tangerine carry everything on this slender but concentrated wine to a glorious, totally refreshing finish. This is the glory of youth but with such purity and bundled energy this has a long, promising and decidedly delicious future. Drink 2016–2036."
4457,6.0,0.28,0.29,19.3,0.051,36.0,174.0,0.99911,3.14,0.5,9.0,5,"Bright, crisp and fresh, as a 2009 Clare Riesling should be, this is a pretty wine, blooming on the nose with floral notes, apples and citrus fruit. The lime and green apple flavors are zesty on the finish, but not that long or intense. Probably best from now–2014, but could develop interesting nuances beyond that."
4458,6.6,0.35,0.26,2.7,0.045,19.0,129.0,0.9895200000000001,3.24,0.48,13.0,7,"This delicious wine drinks well now for its soft, fruity approachability. It's full with raspberries and cherries, while exhibiting lots of buttery, toasty oak. Fancy enough to pair with a fine steak."
4459,5.9,0.22,0.18,6.4,0.040999999999999995,28.0,120.0,0.99403,3.27,0.5,9.9,5,"Packed with red fruits, it shows structure and concentration. A mineral texture brings out the freshness of the fruit while also giving complexity. It could benefit from aging, so wait until the end of 2014."
4460,6.6,0.18,0.26,17.3,0.051,17.0,149.0,0.9984,3.0,0.43,9.4,6,"Taut and crisp compared to the softer, riper Magdalena or Josef Vineyard bottlings, this polished, steely wine is a showcase of brash mineral style. It's dry on the palate, but flavors of white grapefruit and lime seem kissed with a spray of honey. Drinks beautifully now but should continue to improve through at least 2025."
4461,7.7,0.28,0.24,2.4,0.044000000000000004,29.0,157.0,0.9931200000000001,3.27,0.56,10.6,6,"The bouquet is floral and lightly jammy, with berry aromas and a savory note or two. Turns a touch soupy and salty in the mouth, where the red fruit flavors thin out quickly. Finishes without much punch, but at least it's solid."
4462,7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.9896799999999999,3.23,0.47,13.4,6,"Anchored in fig, plum and berry fruit, this is a substantial effort for both the vintage and the price. It will show best with hearty, cold-weather dishes. Hints of cinnamon and chocolate extend the finish."
4463,6.7,0.32,0.32,1.7,0.031,31.0,114.0,0.98946,3.12,0.35,12.5,6,"This is a very pale Chardonnay from Laetitia Winery, which sits just three miles from the ocean amidst vineyards planted on rocky clay loam, and yet possesses an appealing, complex mix of creaminess and crispiness on the nose. There is a slight bitterness on the palate as well as brioche and citrus zest on the finish. This tightly focused wine would perfectly cut the richness of shrimp scampi or other buttery dish."
4464,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5,"This moderately aromatic wine features notes of black cherry, clove and abundant high-toned herbs. A supple mouthfeel with black fruit flavors accompanies firm, dry tannins."
4465,6.6,0.26,0.56,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,5,"This basic, inexpensive Pinot has Syrah and Viognier blended, but overall the wine is fairly generic, with a streak of smokiness in the background."
4466,6.2,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5,"Classic Barsac that goes for delicacy and elegance. The flavors are apples and cream, light honey and a wonderful floral lift. Pure lines, fresh with acidity and lively peach flavors, suggest a wine that will develop quickly but very attractively."
4467,6.3,0.25,0.27,6.6,0.054000000000000006,40.0,158.0,0.9937799999999999,3.2,0.48,10.3,5,"A rich Pinot that offers power and density, this is stuffed with cherry, cola and pomegranate notes. It has sizable tannins, so give it 5–6 years to let them mellow."
4468,6.2,0.21,0.24,1.2,0.051,31.0,95.0,0.99036,3.24,0.57,11.3,6,"Harsh and rustic, this Cab has disagreeably strong tannins and green flavors that barely suggest blackberries."
4469,6.4,0.23,0.27,2.1,0.042,35.0,100.0,0.9909399999999999,3.03,0.63,10.9,6,"Bone dry, tart in acidity and silky in texture, with flavors of mashed red cherries and red currants. Pretty austere by itself, but better with cheeses, roasts, olive oil."
4470,4.7,0.145,0.29,1.0,0.042,35.0,90.0,0.9908,3.76,0.49,11.3,6,A palate of exotic perfumes with layers of dark chocolate and dense tannins certainly give this wine great power. It is dark and brooding—almost too much in the intensity of its flavors and structure. It's going to remain a big beast as it ages. Drink from 2017.
4471,6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6,"This wine, which takes the family name of Franz Haas's wife, is an extraordinary blend of 50% Riesling, 20% Chardonnay, 20% Traminer and 10% Sauvignon Blanc. And yet these disparate elements come together into a harmonious, ripe wine, with just a hint of toast from the barrel-fermented Chardonnay. It is powerful, rich and complex."
4472,7.0,0.28,0.28,1.4,0.039,12.0,83.0,0.9917299999999999,3.18,0.65,11.1,5,"Lush red berry and ripe cherry aromas meet with baked boysenberry pie and a suave vanilla character on the nose of this estate bottling. Earthy tones of graphite, turned loam and dried leather enhance the black cherry base fruit and the tobacco leaf spice."
4473,7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,5,"It's not often that we come across Chilean Malbec (Cot) with several years of bottle age, but this offers that and a little more. The nose is pure, with herbal hints and plenty of sauvage character. Roundness and depth give it length on the palate, which is endowed with solid berry flavors and proper savory accents. A wine with personality that's drinking perfectly right now."
4474,5.7,0.25,0.22,9.8,0.049,50.0,125.0,0.99571,3.2,0.45,10.1,6,"Blackberry and black cherry fruit is lightly dappled with peppery spices. There's also the slightest suggestion of fresh herb. It's a sturdy, supple wine of modest proportions."
4475,5.7,0.22,0.33,1.9,0.036000000000000004,37.0,110.0,0.98945,3.26,0.58,12.4,6,"A seductive, downright sexy wine, this opens with scents of dried cherries and sandalwood. Those cherry flavors expand inside a frame of dark chocolate. Tannins have a bit of a shell, but ample aeration takes the stiffness out."
4476,6.0,0.2,0.38,1.3,0.034,37.0,104.0,0.98865,3.11,0.52,12.7,6,"This amber-colored Hungarian stunner has ethereal aromas of raw honey, beeswax, freshly baked tarte Tatin, canned apricot and fresh pear. It is silky smooth and creamy in the mouth with pronounced flavors of clover honey, pear tart and baked sweet apples. The acidity is perfectly balanced so you can appreciate its velvety richness without feeling that the sweetness is too cloying."
4477,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,9.6,5,"For the past several years, Monticello has been quietly producing deliciously drinkable Syrahs. The '05 is rich in cassis, cherry, mocha, violet, leather and spicy flavors, wrapped into a smooth, velvety texture."
4478,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,9.6,5,"Cut with sulfur, this is a wine whose bitterness hides the potential of the strawberry fruits and acidity. Off-dry, it's unbalanced."
4479,6.0,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5,"Jammy blackberry and blueberry flavors highlight this 100% Cab, along with plenty of sweet new oak. The tannins are bold, but ultra-refined. High alcohol lends some heat as well as a glycerine feel. It's an unctuous, delicious wine, although slightly overripe."
4480,5.9,0.22,0.45,22.6,0.12,55.0,122.0,0.99636,3.1,0.35,12.8,5,"Brander's basic Syrah is a good, dry wine, and while it's a little on the light side, it has pretty flavors of blackberries, black pepper, cola and black currants. The alcohol is nice and low, under 14%."
4481,6.4,0.32,0.26,7.9,0.05,53.0,180.0,0.9951399999999999,3.14,0.5,9.6,5,"Crisp, mineral and tight, this is still a young bottling. It is dry, full of citrus-fruit flavors and with a fine burst of acidity that cuts through the wine. Let this delicious wine settle for a few more months to add more fruit to the texture. Drink from late 2018."
4482,6.2,0.3,0.33,3.5,0.037000000000000005,37.0,155.0,0.98987,3.18,0.37,12.4,6,"Those familiar with Morgan's more expensive Chardonnays, such as the Double L (which comprises 55% of this blend) will find true value in this regional wine. It shows similar power and authority in a showy, Chablis-style wine whose acidic, minerally structure frames intense citrus and oak flavors."
4483,5.8,0.28,0.18,1.2,0.057999999999999996,7.0,108.0,0.9928799999999999,3.23,0.58,9.55,4,"Slightly floral aromas are yeasty and show a note of vanilla. In the mouth, however, this is tight and lemony. Flavors of lime and green apple are snappy, while this SB from southerly Bío Bío ends with minerality and crispness."
4484,5.8,0.555,0.26,4.5,0.053,17.0,126.0,0.9943,3.24,0.46,9.1,5,"Simply a spectacular wine; a Napa prototype for fabulous Cabernet. Cassis, tobacco and cedar commingle on the nose, followed by luscious cassis fruit that's backed up by exemplary barrel notes—both in flavor and in texture. So smooth and deft, it's the epitome of class. Give it about five years in the cellar and then indulge."
4485,6.7,0.31,0.33,2.0,0.033,12.0,74.0,0.99064,3.29,0.65,12.5,6,"Slightly musky apple and pear aromas segue into purer flavors suggestive of apples, grapefruits and minerals. Grapefruit pith makes a brief appearance on the long finish."
4486,6.4,0.15,0.25,7.8,0.05,13.0,68.0,0.9939399999999999,3.16,0.4,9.9,6,"This wine from a densely planted southeast-facing vineyard is still firmly structured with a dry core of tannins. Its black cherry and plum fruit flavors are still developing yet show considerable potential. With its richness, it will age well. Drink from 2020."
4487,6.4,0.13,0.28,0.9,0.045,32.0,87.0,0.99175,3.47,0.52,11.2,6,"This blend of Zinfandel, Petite Sirah and Charbono is similar to wines made from those field-blended vineyards where several grape varieties are inter-planted. The wine is dry and robust, with intensely fruity, spicy flavors and firm tannins. Best now for its sheer exuberance."
4488,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6,Fresh notes of green Conference pear are edged with citrus freshness. The palate shows the same restrained fruit and has a lovely bitter edge that lends texture and shape. Freshness pervades. The finish is just about still dry.
4489,6.7,0.48,0.49,2.9,0.03,28.0,122.0,0.98926,3.13,0.4,13.0,6,"It has the light, silky texture of Pinot Noir, with powerful cherry jam and red currant flavors, enhanced with smoky oak. A barbecued steak will be the perfect partner, but so will a hamburger, the rarer the better."
